,MCI+E2f4VP16_1,MCI+E2f4VP16_2,MCI+E2f4VP16_3,MCI+siRbl2_1,MCI+siRbl2_2,MCI+siRbl2_3,MCI+siCTL_1,MCI+siCTL_2,MCI+siCTL_3,Control_1,Control_2,Control_3
Ccdc114,8.883193829,8.942372494,8.930816357,8.896562763,8.946155628,8.947537738,7.520129309,7.342244132,7.534323568,6.383129772,5.932331217,6.147487992
Dlec1,8.189138621,8.267112498,8.26657799,7.965671732,7.927773486,8.06769572,6.440958139,6.293898919,6.349321351,5.739467116,5.714356574,5.875694083
Gm11992,7.704840055,7.573502748,7.589796654,7.502595193,7.323327731,7.285553105,5.841201077,5.93380289,5.908718363,4.679944875,4.739556462,4.792374793
Pih1d2,9.236815855,9.270256565,9.18619426,8.787458063,8.775170909,8.858590183,7.582564353,7.576397561,7.673681707,6.629144713,6.737009028,6.702306297
B9d1,10.28625143,10.27502095,10.27592751,10.17370226,10.18561528,10.17082495,9.577429847,9.507789233,9.645023449,8.943531006,8.962596848,8.980908251
Ttc21a,9.183086644,9.280414994,9.224215964,9.262822616,9.093028789,9.172828467,7.726718279,7.530598648,7.432179898,6.099409302,5.980294554,6.036246394
Ubxn11,9.498046767,9.492855501,9.509340292,9.292133978,9.242858967,9.325213006,8.093432207,7.929054931,8.067721633,7.320191195,7.272004698,7.277554537
4930444P10Rik,4.613889992,4.761809033,4.567676633,4.473873098,4.331398648,4.937455748,3.326281103,3.113613314,3.098809653,3.071901117,3.209349599,3.146536252
Prrg4,11.27243555,11.27891743,11.20433572,10.88214297,10.8027497,10.86955257,10.46207013,10.40112748,10.38554446,9.193509486,9.021434066,9.063082781
2700049A03Rik,10.20332852,10.22829487,10.15834269,9.837020827,9.815924397,9.838802985,9.244483377,9.137417754,9.105180856,8.797279708,8.768294338,8.759776183
Tcp11,8.619807262,8.642398292,8.602503018,8.447865514,8.47789253,8.3930564,6.504139965,6.134908213,6.566090302,5.129209121,5.174198574,5.051838516
9530077C05Rik,7.440803328,7.429235452,7.220721801,7.060338359,7.079345596,7.100160563,6.195363165,6.16593874,6.445580387,5.887204771,5.949321504,5.698654672
1700003E16Rik,9.58162194,9.687892213,9.661092419,9.166754164,9.103939256,9.202614828,7.967598836,7.912209939,7.928527793,7.028822079,7.035043314,6.994654477
Iqck,7.650710347,7.58899563,7.704129004,7.417459132,7.291427746,7.311018365,6.362887387,6.340570676,6.125981222,5.691731351,5.632859855,5.867762505
Arl4a,10.94373775,10.90729614,10.9484026,10.18174324,10.24642232,10.32806547,9.730852237,9.679018397,9.766278608,9.362888594,9.271683226,9.378717259
Ccdc88c,6.279930453,6.37903254,6.310197097,5.575542734,5.496856502,5.546766387,5.651505925,5.515870075,5.634647574,4.300178384,4.50850788,4.410201436
Plekha7,10.31265302,10.33088083,10.26610367,10.25578698,10.25655572,10.22898412,10.15898004,10.16956075,10.11275839,8.760577559,8.867967599,8.848702724
Ccdc18,9.494425281,9.433345706,9.457938139,9.21736774,9.235103753,9.326254561,8.234502873,8.200254748,8.175023938,7.469363337,7.28393305,7.290956094
Cited1,4.506479611,4.825795762,4.526009629,5.181915564,5.201344553,5.169423235,4.84095605,4.720835651,5.131509649,3.583505933,3.88622831,3.750451155
2310030G06Rik,8.583784469,8.601539207,8.628064665,8.037839438,8.008700324,8.064903894,7.644851274,7.302159856,7.472292128,7.108046564,7.307801525,7.28634145
Iqgap2,11.11819951,11.14488046,11.12295746,10.45689079,10.42370254,10.4616182,9.921288046,9.829098485,9.951064838,8.926758758,8.971555398,8.881749915
Pim2,8.687735726,8.636668791,8.69082706,8.00693093,8.02215771,8.044969632,6.541484212,6.93113462,6.787087706,6.519115018,6.589369524,6.366249709
Raph1,11.88240492,11.88483636,11.93056817,11.0309123,10.99254752,10.94329697,11.14844135,11.15084248,11.048912,10.55685857,10.50345751,10.41215417
1700088E04Rik,6.701911984,7.054861504,6.780955587,6.908511123,6.713895834,6.79241407,5.628214594,5.533419341,5.830225715,4.950662094,4.600833495,4.80868297
Carhsp1,13.01276313,13.00547493,12.98362255,11.91139596,11.91985974,11.89163837,11.86936473,11.86779412,11.90457186,11.43757628,11.47305681,11.46753742
Sox11,10.16763804,10.22996233,10.21337731,9.502122045,9.517900749,9.469461475,9.42347218,9.490645074,9.45192083,8.828984269,8.743581399,8.789991394
Ston2,10.32189564,10.40594043,10.41830765,8.891000339,8.876317159,8.809145445,8.290359968,8.175678977,8.180327826,7.130044295,7.055381983,6.952392576
Rpgrip1l,10.81510427,10.81333608,10.77768977,10.077691,10.05934799,10.1757158,9.510303187,9.446125569,9.522069575,9.020648057,8.930804452,8.951759631
Hsp90aa1,13.65059581,13.63814036,13.59635415,12.93598868,12.89171016,12.97268284,12.53599908,12.48210349,12.53142933,11.87093544,11.83165649,11.79791864
Ildr2,12.33123234,12.32846115,12.26751806,12.34961356,12.286051,12.33855559,11.87941627,11.8401696,11.86106828,9.579376731,9.633632963,9.537803539
Megf6,9.447805259,9.402200347,9.575658068,10.53798791,10.60754948,10.5965023,10.29003876,10.22319464,10.35289762,11.73537081,11.73902961,11.75918964
Poc1a,9.260307159,9.252913561,9.23984804,9.320786642,9.155984935,9.206502875,8.621472638,8.613301233,8.59759222,7.90496044,7.893585575,7.851922333
Fsd1l,8.71320515,8.675420289,8.776671296,8.24968112,8.317756369,8.168830225,8.020127767,8.019539384,8.078357091,7.556832398,7.399145302,7.363010818
Morn1,9.918521314,9.950995486,9.933576589,9.175550943,9.078382881,9.2328826,8.665648289,8.666349746,8.585471602,8.21062218,8.276943506,8.117403883
Ugt1a6a,8.90951325,8.884931151,8.853485925,7.810273393,7.835584766,7.775893624,7.758765694,7.708529741,7.681042222,7.432169981,7.329558911,7.37026738
Pcnt,11.98490355,12.02273861,11.92864187,11.53209823,11.52442056,11.55980535,10.96026734,10.93779915,10.88281089,10.20310571,10.18640891,10.14616613
Cep135,10.55275398,10.55749208,10.4722163,10.15296978,10.05841429,10.15450227,9.59481817,9.492815752,9.520953874,8.795745992,8.753719798,8.861621532
Dmkn,5.91799768,5.973144616,5.967477578,4.734598069,4.900627008,4.925909718,3.615634051,3.483715588,3.463469022,3.374616072,3.420428914,3.497475555
Mbnl3,10.29051231,10.35618767,10.35398969,9.827939282,9.808130615,9.790799095,9.653266716,9.505743535,9.578402497,8.903289951,8.784610768,8.857355583
