,MCI+E2f4VP16_1,MCI+E2f4VP16_2,MCI+E2f4VP16_3,MCI+siRbl2_1,MCI+siRbl2_2,MCI+siRbl2_3,MCI+siCTL_1,MCI+siCTL_2,MCI+siCTL_3,Control_1,Control_2,Control_3
Rp1,3.214168413,3.164096914,3.350710727,3.418182773,3.762037347,3.142427275,2.732801363,2.599958501,2.726489824,2.462459261,2.53029938,2.413977948
Rgs20,8.228286901,8.287937079,8.189638141,8.170010628,8.167615928,8.093666877,7.409572897,7.500841947,7.501184084,5.673013195,5.783186733,5.313718805
Gm39590,1.121026563,1.268976985,0.787344579,0.626599371,0.787183004,0.78430203,0.62488435,0.626165355,0.624062059,0.633708235,0.628147121,0.699360346
Sgk3,10.43753639,10.43019274,10.35887842,9.344097626,9.299507617,9.239983715,8.945881502,8.885214952,8.997640475,8.579562753,8.519859776,8.559084901
Ppp1r42,5.717107393,5.702870018,5.873248571,5.708466045,5.436172664,5.604100715,3.915301072,4.193295905,4.334619005,3.725254455,3.67878127,3.679880989
4930444P10Rik,4.613889992,4.761809033,4.567676633,4.473873098,4.331398648,4.937455748,3.326281103,3.113613314,3.098809653,3.071901117,3.209349599,3.146536252
D030040B21Rik,1.397384046,1.327758661,1.433929874,1.13391776,1.125515154,1.316259094,1.052059215,1.055270078,0.969458102,0.980687781,0.974207368,0.965090684
Crispld1,5.207289523,5.281007456,5.474756994,7.276221492,7.307015928,7.464098594,7.138590086,7.023167977,7.073277117,7.157248885,6.979870122,7.006956661
Pkhd1,1.938621505,2.110651206,1.955479156,1.96371699,2.172487734,1.9523736,2.510649342,2.24972231,1.870899651,2.793939393,2.683572798,2.461311063
Efhc1,10.39170293,10.37073172,10.42776077,10.03333869,10.02226432,10.06249925,8.653588819,8.664350199,8.5016102,8.116342216,8.17587135,8.039633813
Gm7094,2.294973749,2.658731545,2.818275525,2.624216847,2.778086336,2.727595512,2.263340145,2.270817915,2.323655477,2.058523627,2.044706011,2.100485723
LOC118567721,6.055822545,6.110388306,6.023551297,4.9802166,5.222110084,5.266876117,5.232470799,5.335781351,5.296140035,4.767240269,4.760644635,4.73629002
Adgrb3,6.329875866,6.21850795,6.327306659,5.443904715,5.087502904,5.279711789,4.00772893,4.445909024,4.589939213,3.67565516,3.631756317,3.64164029
LOC118567732,3.221643894,3.219677,3.352418874,3.153889104,3.084253224,3.117569636,2.8437508,2.734846825,2.779803753,2.557010291,2.532717664,2.631680191
Gm3052,4.389832704,4.235928509,4.110873918,3.468757003,4.050683016,4.20660345,3.695681285,4.047517231,3.807552157,3.340211164,3.298030371,3.353471127
LOC118567733,9.134255323,9.166150522,9.138739958,8.736100937,8.616860103,8.676251445,8.442709149,8.36187205,8.241272214,7.212593197,7.283328641,7.215757127
Arid5a,10.2088021,10.15045765,10.222262,9.458515416,9.473188908,9.538660091,9.062892127,9.174244236,9.113677491,8.601668562,8.658411865,8.595742452
Vwa3b,6.319994929,6.488310691,6.427324436,6.51072615,6.645193089,6.585767128,5.57640698,5.383924309,5.661626236,4.610935274,4.325137672,4.355870394
Cnga3,3.831376494,3.729829728,3.933861678,3.293291534,3.267119954,3.257931178,3.175401907,3.135323702,3.309580902,2.688100182,2.829730297,2.634661057
Cracdl,5.185603596,5.26904328,5.138657375,4.773935466,5.05024986,4.857471484,4.693782327,4.689308323,4.571776973,3.771855439,4.023921861,3.780460013
Gm39633,0.904902583,1.161732718,0.934468617,0.740364523,0.571136331,0.570388305,0.571664722,0.659196313,0.654292338,0.579975058,0.574735826,0.567351873
Gm8251,2.731073828,2.726451881,2.448469827,2.359541277,2.448049375,2.216218395,2.225180456,2.166505164,2.15450501,2.04464068,1.938907312,1.920529653
Tex30,8.827581923,8.85491222,8.842597701,8.456008078,8.510835776,8.421393551,8.115208168,8.008799743,8.200571618,7.565113994,7.378797901,7.448638659
Gulp1,9.186259189,9.199429118,9.126504457,9.828148705,9.910688425,9.835179844,9.723708748,9.813653478,9.836687178,10.64501467,10.68003909,10.73586457
Slc40a1,8.23553993,8.074264989,8.215437113,9.981096506,9.911664707,9.874021216,9.984251312,10.00245315,9.980345387,9.864240845,9.816347198,9.862890442
Dnah7b,9.091682257,9.034463919,8.970083981,8.384449129,8.313325151,8.354868291,6.913822498,6.890912746,6.925098446,6.807737783,6.708220243,6.341218521
Dnah7c,5.298250714,4.797869977,5.125586328,4.92574371,5.140110517,4.826556074,3.810456052,3.97611177,3.746720372,3.57708807,3.531732252,3.756798094
Dnah7a,5.514857977,5.509642787,5.437621455,5.431828752,5.462751645,5.4450841,3.772966643,3.787334864,3.491810986,3.482739999,3.603560316,3.72078642
Ccdc150,6.181283975,6.034616281,6.041854372,6.064672469,5.824502258,5.954909242,4.496860241,4.300702573,4.558725604,3.898927788,3.773662179,3.967119184
Gm51623,2.200709726,1.925762544,2.103914747,1.308947193,1.474953334,1.743031299,1.305880198,1.308171691,1.304407201,1.321588928,1.311709166,1.297644201
Gm38484,1.288785819,1.299191781,1.3886034,1.562832093,1.297364406,1.385844028,1.553280206,1.30085487,1.38760073,1.514285245,2.329185307,2.291654549
Aox3,4.069302104,4.092031142,3.632486578,4.65409839,4.41419439,4.534847065,3.78028444,4.317443687,4.501586759,3.263934054,3.228587705,3.246758805
Aox4,4.282149048,4.005215131,3.925041612,4.284153739,4.219743989,4.393662965,3.568338028,3.583116631,3.693677304,3.051413096,3.384861745,2.985051204
Gm15834,6.145379583,6.019908172,6.210782126,5.299863726,5.059239687,5.475818883,5.205813702,5.29186554,5.124926672,5.111383827,4.546229142,4.690230688
Gm33667,4.271665143,4.481450441,4.44324999,4.026707536,4.116731526,4.214551782,3.447157145,3.755357057,3.685167797,3.088419555,3.290133288,3.227894377
Cdk15,6.131167349,5.975633392,6.193090292,6.527432562,6.452037828,6.465221937,5.833050427,5.720822349,5.93750862,4.882589433,5.123353847,4.97237397
Gm973,4.751386828,5.006042425,4.64131725,4.165136711,4.487637123,4.349461706,4.070078359,3.210958661,3.527706355,3.171959151,3.445117222,3.241718343
Raph1,11.88240492,11.88483636,11.93056817,11.0309123,10.99254752,10.94329697,11.14844135,11.15084248,11.048912,10.55685857,10.50345751,10.41215417
Gm38137,1.909747195,1.917191741,1.751911495,1.427186683,1.420675044,1.799879784,1.498349288,1.503506299,1.564948313,1.353650234,1.345091187,1.333015826
Mdh1b,7.209836168,7.149648916,7.061923423,6.738721519,6.790129095,6.72771975,4.776785165,4.758281446,4.800493839,4.142832924,4.093208345,4.021268815
2810408I11Rik,7.102721129,7.118054866,7.068379227,6.450689981,6.743976906,6.718555586,6.852187676,6.745330517,6.978260102,5.782309952,5.85983201,5.740163937
Cps1,3.227978942,3.532608598,3.210296943,3.237623667,3.126043552,3.026520467,2.991664846,2.896992613,2.761935586,2.511949682,2.7915966,2.609807486
Spag16,7.008635159,6.981033669,6.796492535,7.784592888,7.666336481,7.808056211,5.950992872,6.022045759,5.949551325,4.744179898,4.630324373,4.497163157
Abca12,3.622770686,3.550110337,3.497710115,3.819181326,3.577104645,3.445293159,3.855252444,3.780350402,3.573700481,2.855729283,2.989716804,3.064380023
Mreg,6.107277756,6.062661596,6.247373813,6.089963152,6.375410105,6.10512249,6.228831677,6.23601677,6.279101808,5.110333726,4.926458018,5.191175953
Marchf4,3.798377928,3.428908146,3.903245074,3.197796381,3.299844593,2.90389094,2.855826797,2.577075442,2.644293124,2.519661193,2.883974869,2.547168344
Igfbp5,13.42703898,13.40897486,13.42989496,14.96390874,14.91334947,14.97077316,15.09453919,15.0883069,15.05792741,15.76484825,15.75739951,15.70059254
Catip,8.252485228,8.23801562,8.215263008,8.235471108,8.302270031,8.392675573,7.064391548,6.934437654,7.377619512,6.378427827,6.478635578,6.503880709
Stk36,10.64916276,10.6271912,10.5949131,10.2868198,10.29694772,10.24129087,9.310652835,9.272199464,9.265426197,8.771097635,8.711774563,8.83438599
Cfap65,8.616426622,8.545816047,8.577961148,8.58221172,8.456897526,8.53453229,5.940403229,5.777308515,5.695740815,4.922751959,4.873619637,4.803422905
Gm2102,4.873436015,4.926648812,4.825668353,4.131592404,3.786058027,3.978336694,3.747209201,4.017329719,4.125153952,3.26647227,3.30737484,3.099960196
5730419F03Rik,2.015992469,2.343475198,1.744852591,2.017171839,1.880062179,1.935935091,1.945481059,2.013804023,1.668714947,1.605549792,1.595398923,1.581059175
Scg2,4.776895739,5.204810584,5.268947075,6.433530735,6.671259134,6.610910543,6.262970882,5.961872416,6.303744161,5.908781587,6.343212386,6.171693047
Daw1,6.370260284,6.424994911,6.367500447,5.666585468,5.545315084,5.668763332,4.327067617,4.668047099,4.823782984,4.16035082,3.900137952,4.121342927
Fbxo36,8.715212005,8.797702361,8.637000817,9.16024338,9.025999187,9.024361339,7.432438346,7.357578809,7.272492462,7.304513856,7.389738921,7.471497574
Spata3,1.495518135,1.547088418,1.379755382,1.048939762,1.119862208,1.116852991,1.044510554,0.962225947,0.959658306,1.067291505,0.964645555,0.955064595
2810459M11Rik,4.122405719,4.141028626,4.042093116,3.885775152,4.124732987,4.410433625,3.53814172,3.50484019,3.377909975,2.959809227,2.932863171,2.894181837
C130036L24Rik,4.341199109,4.296755643,4.202916924,3.991175459,4.025135212,3.98085789,3.778675011,4.084527447,3.768293581,3.313682766,3.582426067,3.398872818
Ngef,6.759990465,6.641396381,6.626635131,6.422948187,6.583474041,6.387110308,5.609336341,5.175361081,5.575534317,4.654052634,4.683810595,4.664488228
Sag,4.440973994,4.585585184,4.31276911,3.735848257,3.487953722,3.478167849,3.586900414,3.027703958,3.33110774,2.99442305,3.116853335,3.054163479
Ugt1a6b,7.240822261,7.117407008,7.328418611,6.401718691,6.403989617,6.283845599,6.041962762,6.223990582,6.228102626,5.911532757,5.776080625,5.502137889
Ugt1a6a,8.90951325,8.884931151,8.853485925,7.810273393,7.835584766,7.775893624,7.758765694,7.708529741,7.681042222,7.432169981,7.329558911,7.37026738
Glrp1,1.834315132,1.982082844,2.065225152,1.572439026,1.563190422,1.628888487,1.565472745,1.570676557,1.562130739,1.515520907,1.49937405,1.40094794
Iqca,6.160455825,6.151871328,6.010851396,5.573068235,5.523422514,5.546580323,4.323283983,4.108857524,3.790832535,3.814845927,3.604898757,3.54127726
Ackr3,8.729469986,8.840409966,8.676690747,9.191895163,9.304789682,9.356733511,9.317742708,9.345551531,9.428584554,10.5676935,10.72328825,10.71635887
Gm35048,2.016426902,2.264216889,2.110957139,2.198586506,2.826003191,2.547700721,2.190045048,2.337721476,2.109772523,2.897725352,2.787946114,2.696089993
Traf3ip1,10.72978894,10.7822028,10.7190886,10.7634826,10.72536708,10.78344422,9.941987193,9.943477346,9.933044998,9.322403435,9.133201087,9.175652075
Crocc2,7.270558954,7.490482211,7.330554383,8.003667443,7.84655858,8.128327253,6.339463565,6.553787732,6.432999626,6.179311193,6.216683634,6.026119249
Sned1,10.73193968,10.76047912,10.81091002,11.57229203,11.66437443,11.60230139,11.14951975,11.03399913,11.08994145,12.46406184,12.36710705,12.32701777
Ano7,4.253668036,4.233064661,4.629627898,3.454777733,3.993051259,3.776509088,3.436854594,3.601279517,3.373931152,3.468284797,3.15176276,3.43795189
Gm41928,1.549826006,1.704569478,1.915004067,1.034253959,1.277819517,1.117529434,1.031710646,1.033610793,1.030489467,1.044745332,1.036545038,1.024885374
Serpinb5,5.192877299,5.506095492,5.285973793,5.820190916,5.618459221,5.8556293,4.810995289,4.719934092,4.560294553,3.985648607,3.866805328,3.969078119
Serpinb2,6.429779709,6.158808756,6.120304995,5.064631113,5.133157076,4.716473283,5.164865073,5.230427811,5.148946523,3.984669636,3.999942585,3.859418827
Serpinb10,8.160792048,8.287248596,8.194333176,6.526986116,6.457105314,6.40921,6.016969197,6.224908911,6.346736929,4.937968456,5.234958715,4.981988701
Gm28209,3.947920365,3.99178012,4.244342389,3.902437907,3.674883754,3.340295832,3.145824386,2.893180842,3.137842769,2.765530374,2.741988971,2.784107927
Cfap221,5.351695523,5.149548744,5.745863415,4.657468777,4.684793727,4.646327914,3.737763396,3.282222303,3.551939785,3.247686203,3.209488708,3.153859156
Gpr39,3.401380668,3.512482889,3.384854332,3.63471917,3.608912688,3.740568443,3.80145459,4.050088318,4.146992069,4.699821929,4.485585449,4.833924131
Map3k19,7.242904163,7.332706237,6.955119225,6.948626155,7.183680705,7.002094086,5.581264242,5.812192932,5.502596909,4.943081302,4.873352901,4.922096332
Gm16083,4.329922327,4.20366871,4.187783241,4.370978274,3.672371004,4.14754639,3.218017253,3.408721199,3.272665957,3.1423903,3.177376755,2.978054462
Fcamr,4.059551404,4.067675838,3.86789068,2.695511664,2.999549529,2.672379246,2.682628516,2.52803646,2.676422931,2.56900658,2.782576126,2.574278495
Dyrk3,8.989332353,9.012903482,8.94696112,8.775564348,8.76888249,8.787807442,7.94118787,7.905951212,7.914619398,6.549892908,6.568242576,6.570952113
Ube2t,8.4964605,8.434364567,8.455967868,8.29711655,8.230929001,8.240208233,7.295712703,7.250104428,7.303151593,6.566302599,6.840594946,6.690316175
Tnni1,4.288405712,4.173761035,4.129706904,4.27947176,4.294132269,4.023606701,3.74316079,4.299111857,3.99866274,3.148308883,3.27551903,3.28366281
Pkp1,7.878247127,8.012085431,7.908551529,6.420526742,6.154459393,6.429735369,6.179164233,6.400342089,6.310918506,5.872577825,5.689716114,5.733274802
9230116N13Rik,4.729322149,4.710592184,4.92575172,4.489408458,4.242872714,4.780985109,4.217553416,4.366426107,4.059641257,3.71734918,3.727628967,3.88850677
Gm34056,2.306988691,1.918642249,2.019880979,1.803981464,1.91111982,1.846677682,1.494034646,1.58138609,1.574886668,1.604639872,1.49982,1.485890907
Prg4,7.424268498,7.347878381,7.102774115,8.460272206,8.596120432,8.608399904,8.246939837,8.428191988,8.212100428,9.512100954,9.395718288,9.510890827
Hmcn1,10.33052108,10.41950914,10.3810214,11.02940024,11.05916031,11.11259518,11.19919881,11.2267947,11.07826172,12.34612737,12.12353145,12.06512967
Gm46162,5.719351267,5.727548664,5.763736027,6.144458537,6.023245093,6.086710221,5.429341952,5.525519089,5.702571059,4.799653551,4.725302422,4.687582651
Gm9530,4.840341166,4.640576822,4.439656693,4.340974889,4.304653891,4.319969305,4.223631594,4.033992863,3.841940681,3.620993762,3.573214955,3.752673659
Mr1,10.82683427,10.84151081,10.70037654,10.02057915,9.971715379,10.05784754,9.408856963,9.451297921,9.374779856,9.360456483,9.32548617,9.278820626
Tdrd5,3.328517014,3.009883762,3.12409463,2.978613366,2.75031476,2.492363818,2.810289078,3.019886707,3.080430669,2.371137098,2.353894888,2.474902641
Axdnd1,4.972031527,5.327606516,5.017432632,5.743206005,5.355156929,5.354073474,4.766430395,4.787934497,4.990645241,4.167084682,4.159145863,4.068554324
Angptl1,5.235291838,5.428972243,4.952751147,7.013114244,7.190246496,7.081751679,6.99209896,6.677347466,7.178914259,6.821749919,6.817966277,6.89553143
Pappa2,7.15592388,6.808141237,6.974294309,8.179957334,8.264443638,8.104564243,8.403087111,8.409027731,8.504128875,8.230719842,8.116628703,8.28241731
Gm31493,2.299910806,2.329841968,2.233633141,1.584100943,1.656687277,1.573952628,1.931304957,1.493459147,1.48932967,1.607442098,1.497340633,1.481913632
LOC118567860,2.273652922,2.369485165,2.291579472,2.741979114,2.720160386,2.661660236,2.436454119,2.737828102,2.612604684,3.054695908,2.85624797,2.856023953
Ankrd45,7.184765148,7.371687271,7.27875541,7.931596827,7.755949689,7.984873246,6.312258769,6.158397443,5.967102859,5.099669726,5.114383727,4.764668141
Tnfsf18,5.454274909,5.469981386,5.346137951,5.311251332,5.072858555,5.401172812,6.016139988,6.256214495,6.130540104,4.508300919,4.487026798,4.505069044
Fmo1,4.349522326,4.377350209,4.526368823,5.418045426,5.514257667,5.483354891,5.465256832,5.303434041,5.551963647,5.653504445,5.321681706,5.056629575
Fmo2,3.346251406,3.076988048,3.21113662,3.827741203,3.677850623,3.534945994,4.371159097,4.028122085,3.792886295,3.882670302,4.335664661,3.906663221
Sele,4.930679266,4.738350287,4.519891029,4.713914906,4.766204256,4.706937495,4.92098226,4.63080241,4.943180167,3.748945509,3.486385861,3.797391095
Ccdc181,10.22611363,10.23432872,10.22047439,9.538276344,9.573038778,9.600026247,8.97313017,8.929566351,8.966748968,8.638798607,8.514485788,8.483618598
Ildr2,12.33123234,12.32846115,12.26751806,12.34961356,12.286051,12.33855559,11.87941627,11.8401696,11.86106828,9.579376731,9.633632963,9.537803539
Gm34320,3.134321424,3.120361172,3.265072561,2.487409069,2.469123033,2.257600929,2.098703229,2.417805567,2.260473972,2.222247762,2.108456597,2.43652009
Cfap126,10.57968466,10.63725047,10.60452846,9.975856183,10.00526716,9.998422851,8.092667613,8.059634271,8.107772761,6.636347495,6.515690564,6.625224484
Nectin4,6.187551487,6.269590034,6.326053355,4.993549811,4.900208717,4.829780833,5.341933362,5.491236382,5.603997214,4.787478547,4.263833597,4.588912108
Cfap45,10.23442365,10.30223104,10.31036528,9.803899337,9.689462396,9.875750249,8.199469718,8.129260079,8.112851357,6.977592495,7.000805669,6.948562873
4933439K11Rik,5.327104123,5.376315573,5.343619913,4.87582415,4.554924526,4.371033596,4.072079638,3.803091327,3.880774381,3.46913689,3.427764634,3.680739103
Ifi209,2.822016756,2.599832904,3.267375914,3.115797617,2.916745588,2.811813095,2.772721754,2.784599871,3.159277317,2.330796015,2.313856847,2.289775988
Ifi208,2.728822446,2.976366597,2.920587061,3.232800301,2.716009737,2.709123966,3.015398503,3.226913124,2.768520286,2.334617231,2.317660734,2.293556481
Ifi207,9.155618025,9.121443151,9.224934444,9.338143476,9.218099932,8.948082067,9.214432946,9.378216876,9.163204306,7.875401419,7.791815927,7.897276082
Mndal,7.651761044,7.60833391,7.730606171,8.137929203,7.794849868,7.649763676,8.107545064,8.200129791,7.828864873,5.860221161,6.363665507,6.353178894
Ifi203,9.705657595,9.493802284,9.639020605,10.23381319,9.919854767,9.639427649,10.09333719,10.19136831,9.902897744,8.134369875,7.860190951,8.103035079
Ifi205,7.49120626,7.161020008,7.293611168,7.594024764,7.144782324,7.242729417,7.350964624,7.376043914,7.239384174,5.804616261,5.589940685,5.666795842
Gm36904,3.437557987,3.263867627,3.047397139,2.346372177,2.645271964,2.251454625,2.335179374,2.266081865,2.173344987,2.115897981,2.098543133,2.304986114
Gm39712,3.293318092,2.829955804,2.657093125,2.122419305,1.864765564,2.099843569,1.772646725,1.961025966,1.77028683,1.797611796,1.781952535,1.759406993
Mixl1,4.883337438,4.632652108,4.734575401,4.841128045,5.168977199,4.902690004,4.574295257,4.622454394,4.327344525,3.461606813,3.427414294,3.516049116
2900024J01Rik,3.770844813,3.555723609,3.605154322,3.639581044,2.883624013,3.043973772,2.68598968,2.959927898,2.818747458,2.738671805,2.850483383,2.508218395
H3f3a,9.734115379,9.682267029,9.852886446,8.8545,9.274022469,8.973084014,8.610076751,8.546141684,8.588968352,8.292904172,8.370684822,8.372229902
Ccdc121,2.804811881,3.124475645,2.489648393,2.671557183,2.824725951,2.81448596,1.994573456,1.998227929,1.992222708,2.019570953,2.003863772,1.981412399
Gm33887,2.884337484,2.838158922,3.347732228,2.436322846,2.418298588,2.129855028,2.483783526,2.053180065,2.210636337,2.171535147,2.30913199,2.190818093
Gm34130,1.832472698,1.569732967,1.139068427,0.891897694,0.88876211,0.887664874,0.889536411,0.891300599,1.137496494,0.901633683,0.894024446,0.96761315
Gm51725,1.059181751,1.436519661,1.324951224,0.851912886,1.209995832,1.006363265,0.84997598,0.937078903,0.849047467,0.859946683,0.942030243,0.844799034
Gm39728,0.67760234,0.421260132,0.607251959,0.184245794,0.182596878,0.265197613,0.18300352,0.183931351,0.182408138,0.189402004,0.185367481,0.179685201
LOC118567650,1.669157492,1.485659124,1.083229183,1.002289372,1.477751493,1.081010848,1.235136073,1.087976663,1.082422767,1.011360169,1.004264688,0.994244718
Spata17,8.842538573,8.911000717,8.86592318,7.77288544,7.595535913,7.877759426,6.420322333,6.257702217,6.25986927,5.250554158,5.188664863,5.13879608
Dtl,11.2571992,11.26496556,11.29623747,11.33009255,11.35324524,11.36516612,10.99082779,11.02142164,10.9756773,9.619418642,9.578117,9.528059716
Nek2,10.86450567,10.7891259,10.79381011,10.66464751,10.64463398,10.75069172,9.870499211,9.783818478,9.822290339,9.012885064,8.965950707,8.862536207
Cd34,6.48698714,6.445006452,6.441298398,7.518656005,7.57005077,7.649666275,7.635655725,7.473590866,7.682585848,7.968297408,7.871474274,7.722832495
Meig1,8.575491871,8.680568383,8.54403898,8.445467433,8.298088688,8.390098808,5.518759859,5.785394669,5.5327054,4.930838877,4.930961619,4.801985649
Bend7,4.578571547,3.981459479,4.600441619,4.449136678,4.461503485,4.51880418,4.311518427,4.141907265,4.003719624,3.550747953,3.687717041,3.608444593
Ccdc3,7.755640705,7.721420954,7.766870505,9.163022128,9.09066689,9.096695615,9.163354113,9.22241642,9.127529362,10.16980736,10.19365717,10.08053464
Camk1d,10.24126631,10.28884262,10.2775234,9.862400863,9.913988336,9.963165995,8.780016248,8.762473487,8.841073873,8.958122814,8.938176011,8.89776906
Pfkfb3,8.173212186,8.121936215,8.170188308,8.70414107,8.587400279,8.740090914,8.949903869,9.031366416,9.036848419,9.666020493,9.677030605,9.623477734
Il2ra,2.168865735,2.47140692,2.17649773,1.568772073,1.64186799,1.907082903,1.563091547,1.477505744,1.560362973,1.492277374,1.481399928,1.465917583
Gm9875,5.311230259,5.48282911,5.253357571,5.301025353,4.938368486,4.801557023,3.686327701,3.923346048,3.677342606,3.562553018,3.436513786,3.2975121
Armc3,7.254689217,7.146624253,7.059346092,7.104097955,7.232572582,7.107405824,5.570000881,5.187647939,5.123199009,4.489177676,4.370354167,4.351837212
Otud1,10.05730784,10.08499778,10.07550016,8.500709877,8.566868831,8.517283925,8.277128866,8.328770841,8.302756122,8.209819848,8.283001709,8.275397675
Enkur,8.37247599,8.323262012,8.430693763,8.390521773,8.394491507,8.422831992,6.620509423,6.546562566,6.57151729,5.396633544,5.252697298,5.412329603
Gm39769,6.077856442,5.873334213,6.100273923,4.620047201,4.945655644,4.724541701,4.451358414,4.211642385,4.73359616,4.729518737,4.498843686,4.696716793
Rnf208,4.507866835,4.441978173,4.706153965,3.853448192,4.27727814,4.123732327,3.552593683,3.805655763,3.690675553,3.386361177,3.408971987,3.279146
AA543186,5.67625182,5.563419692,5.732060169,5.474067719,5.228277075,5.485133268,4.501558442,4.591531164,4.593904072,4.359352287,4.620678792,4.712758663
Lcn12,0.730678782,1.08437924,1.236181885,0.82622602,0.818080554,0.885711104,0.658810839,0.660071097,0.740704967,0.667501161,0.662021678,0.654303055
Ccdc187,4.131555827,4.285092553,4.109969677,5.174184649,4.918043343,5.121474307,3.539495956,3.718970194,3.470562094,3.168193759,3.376214032,3.305938533
Gm35807,1.248725679,1.391079809,1.384818995,1.221656076,1.145143435,1.428531627,0.999506489,1.151609674,0.998667391,1.008593712,1.002849009,0.994843945
Slc2a6,5.43444905,5.365483608,5.423798556,6.154295867,6.155882162,5.98845203,6.645874236,6.63592941,6.714469278,6.634859081,6.734124945,6.653733615
1700007K13Rik,9.396542066,9.358135137,9.414084024,9.434570527,9.289874285,9.350542903,8.640002408,8.536636557,8.742773393,7.692328923,7.752974629,7.861208199
Spaca9,7.37925766,7.278814635,7.388645259,7.34315507,7.197605468,7.267856972,5.909734157,6.072190405,6.015598746,4.865095533,5.21195292,4.848432938
Ak8,6.321968906,6.05380679,6.14510227,6.150805877,5.79098853,5.963450167,5.035921901,4.293370996,4.803255542,4.145539242,3.955188895,4.266589402
Cfap77,5.061606286,5.160865568,5.027690542,4.840452262,4.754309174,5.255248643,4.028457292,3.902624595,4.141360201,3.815047858,3.485293538,3.495040466
Pkn3,8.329953344,8.278295059,8.458861883,8.555142078,8.549799178,8.573471115,8.502170162,8.313305475,8.451452913,7.221080592,7.062887847,6.918547725
Gm39783,2.143120658,2.498875556,1.968277253,2.158442899,1.837225425,2.180115358,1.689275886,1.693500691,1.602981103,1.7182871,1.611093158,1.595484033
1700001O22Rik,7.330830865,7.31823293,7.42236403,7.009339049,7.147562065,6.99608803,6.086348973,6.288543713,6.195638326,6.007942133,6.248288356,6.054319746
Prrx2,9.739984268,9.733548488,9.66700585,10.20552425,10.32259043,10.28135106,10.05266447,10.11224193,10.13347489,11.06127284,11.21540137,11.18562765
Fibcd1,5.022421006,5.089079358,4.698677915,4.644901093,4.4763965,4.614888964,4.400029872,4.420584258,4.039602951,3.593799953,3.801668405,3.55173
Dnm1,9.075245011,9.105862779,9.067329362,10.03658764,9.896438869,9.91937311,10.08084744,10.07332993,10.10183043,10.62805099,10.6973026,10.62813808
Ttc16,6.606734219,6.80847876,6.437144987,6.688252485,6.773087955,6.802256771,5.429159621,5.430649471,5.175640239,4.965447716,4.80914878,4.777401881
C130021I20Rik,7.717017997,7.853167601,7.923377295,8.224815805,8.207202681,8.085898427,8.206659944,8.340676301,8.24632137,9.478157785,9.462466491,9.487809911
AI182371,5.916987396,6.049781955,6.087541848,5.767635678,5.485430561,5.635794746,5.17251864,5.48811735,5.089095689,4.628448974,4.421205613,4.701097781
Cntrl,11.76111289,11.7860869,11.80444441,11.591915,11.57964142,11.57633261,11.20198436,11.22128477,11.11826967,10.09334157,10.06197133,9.967263554
Stom,12.52747654,12.55673795,12.49962352,11.44054682,11.36242273,11.38926351,11.1280155,11.12252503,11.19129798,10.82783151,10.89696062,10.82123456
Morn5,8.865086202,8.836692962,8.778641635,7.998461098,7.956260659,8.110578525,6.002842248,5.969445883,6.005877964,5.200379304,5.140758518,5.485529737
Lhx2,10.93370164,10.97311031,11.01054949,9.506515957,9.384782649,9.435376275,9.069108584,8.954962481,8.935449948,8.467005859,8.65254562,8.564463545
Gm27197,1.290316724,1.278227197,1.478986667,0.938434839,0.849033571,1.078030929,0.849676226,0.85114218,0.932045548,0.859775898,0.853410227,0.922560795
Gm13584,4.720922487,4.382853225,4.423954207,3.241712036,3.5629377,3.018910289,3.22277487,3.175938805,2.952443511,2.854804263,2.820229111,2.770154901
Gm29985,0.986738403,1.257026605,1.301952027,1.018540923,0.937186698,0.778086364,0.779510191,0.865607289,0.936243021,0.788787315,0.782937118,0.774700355
Wdr38,6.199445335,5.923464566,6.175253865,5.49851158,5.793263039,6.045190294,4.312234827,4.237327639,4.463406342,3.741121161,3.775962769,3.633153812
Gm13491,2.67015918,2.188093193,2.12492647,2.200533086,1.872778208,2.271357673,1.634793469,1.637532829,1.633032752,1.653580491,1.641762397,1.705569332
Rif1,11.68762286,11.7344186,11.75132304,11.57808506,11.52777052,11.55031153,11.49065498,11.47262118,11.43453061,10.18198032,10.07544789,10.02842897
Cacnb4,4.331143987,4.178925235,3.979449,4.991604644,4.496498429,4.452497227,4.805532073,5.024323733,4.791135667,5.222047843,5.175461393,5.228346387
Galnt5,4.886286936,5.290662574,5.362759686,5.864576217,5.589142827,5.573785824,5.883650393,5.674894643,5.495411444,6.475978777,6.356651696,6.509466759
Ccdc148,8.110209197,8.202745296,8.130695274,7.437008186,7.412233619,7.374898266,6.056244216,5.880068376,5.72499926,4.962692445,4.94943043,5.088322098
Gm13583,1.493274146,1.475641838,1.526726272,1.484262429,1.275204873,1.520564099,1.202586974,1.205906887,1.200456439,1.133073031,1.126027365,1.116123319
Gm34739,3.097033716,3.146533819,3.031081251,2.429251284,2.413226981,2.407612349,2.277413592,2.205055706,2.344566008,2.322851322,2.440105615,2.253542165
Gm36393,3.799733551,3.911311175,3.900283746,3.926995136,4.030834771,4.098860553,4.386889387,4.623630304,4.511869351,4.961244803,5.114797814,4.806904034
Dhrs9,7.576238797,7.564409276,7.838689916,8.160956186,8.066075617,8.100296139,8.713090638,8.706935043,8.614476502,9.568687339,9.45900909,9.445446134
